S No.,Date,Notifier,H,M,R,L,Domain,OS,View
596,6/2/2020,KingSkrupellos,,M,,,sujo2.usindh.edu.pk/public/sit...,Linux,mirror
597,6/2/2020,KingSkrupellos,,,R,,journal.kiu.edu.pk/public/site...,Linux,mirror
598,6/2/2020,KingSkrupellos,,,,,jms.ilmauniversity.edu.pk/publ...,Linux,mirror
599,6/2/2020,KingSkrupellos,,M,,,journals.kmu.edu.pk/public/sit...,Linux,mirror
600,6/2/2020,KingSkrupellos,,M,,,ahpe.kmu.edu.pk/public/site/im...,Linux,mirror
601,6/2/2020,KingSkrupellos,,,,,publications.quest.edu.pk/ojs-...,Linux,mirror
602,6/2/2020,KingSkrupellos,,,,,www.asc-centralasia.edu.pk/pub...,Linux,mirror
603,6/2/2020,KingSkrupellos,,,,,njips.nust.edu.pk/public/site/...,Win 2016,mirror
604,6/2/2020,KingSkrupellos,,,R,,www.nwihs.edu.pk/njms/public/s...,Linux,mirror
605,6/2/2020,KingSkrupellos,,M,,,journals.nust.edu.pk/public/si...,Win 2016,mirror
606,6/2/2020,KingSkrupellos,,M,,,www.ayubmed.edu.pk/jamc/public...,Linux,mirror
607,6/2/2020,KingSkrupellos,,,,,ojs.zu.edu.pk/ojs/public/site/...,Linux,mirror
608,6/2/2020,KingSkrupellos,,,R,,www.sirsyeduniversity.edu.pk/s...,Linux,mirror
609,6/2/2020,KingSkrupellos,,,,,sujo-old.usindh.edu.pk/public/...,Linux,mirror
610,6/2/2020,GH057_5P3C706,,M,,,www.dataconnect.com.pk/wp.html,Linux,mirror
611,6/2/2020,GH057_5P3C706,,M,R,,www.anwarulharmain.com.pk/wp.html,Linux,mirror
612,6/2/2020,GH057_5P3C706,,M,,,apexims.edu.pk/wp.html,Linux,mirror
613,6/1/2020,Mr.Kro0oz.305,,,,,journals.umt.edu.pk/public/sit...,Linux,mirror
614,6/1/2020,Mr.Kro0oz.305,,,,,www.pjaec.pk/public/site/image...,Linux,mirror
615,6/1/2020,Mr.Kro0oz.305,,M,,,abms.kmu.edu.pk/public/site/im...,Linux,mirror
616,6/1/2020,TheWayEnd,,,R,,journal.suit.edu.pk/public/sit...,Linux,mirror
617,5/31/2020,Vijune15,H,M,,,aop.com.pk,Linux,mirror
618,5/31/2020,Vijune15,H,M,,,added.pk,Linux,mirror
619,5/31/2020,Vijune15,H,M,,,businessidea.pk,Linux,mirror
620,5/31/2020,BabyMoon,,M,,,showworld.pk/lup.php,Linux,mirror
621,5/30/2020,root./exe,H,M,,,marketbulletin.com.pk,Linux,mirror
622,5/30/2020,root./exe,,M,,,roplant-pakistan.pk/index.html,Linux,mirror
623,5/30/2020,root./exe,H,M,,,whatsappfood.pk,Linux,mirror
624,5/30/2020,root./exe,H,M,,,mafco.com.pk,Linux,mirror
625,5/30/2020,root./exe,H,,R,,mfs.edu.pk,Linux,mirror
626,5/29/2020,Hunter Bajwa,H,,,,alphaint.com.pk,Linux,mirror
627,5/29/2020,KingSkrupellos,,,R,,publications.muet.edu.pk/publi...,Linux,mirror
628,5/29/2020,KingSkrupellos,,,R,,www.kmu.edu.pk/abms/public/sit...,Linux,mirror
629,5/29/2020,KingSkrupellos,,,,,ojs.asce-uok.edu.pk/public/sit...,Linux,mirror
630,5/29/2020,KingSkrupellos,,,,,jbas.juw.edu.pk/public/site/im...,Linux,mirror
631,5/29/2020,Xolots404,,M,,,lahorerubberstore.com.pk/readm...,Linux,mirror
632,5/29/2020,Xolots404,,M,,,careplasticindustries.com.pk/r...,Linux,mirror
633,5/28/2020,KingSkrupellos,,M,,,www.kmuj.kmu.edu.pk/public/sit...,Linux,mirror
634,5/28/2020,Mr.Garry_D.F.K,,M,,,gkg.com.pk/-.php,Linux,mirror
635,5/26/2020,Black Spirit,,,,,shs.com.pk/BS.html,Linux,mirror
636,5/26/2020,Hunter Bajwa,H,M,R,,ash.org.pk,Linux,mirror
637,5/26/2020,Hunter Bajwa,H,,R,,gloriajeanscoffees.com.pk,Linux,mirror
638,5/26/2020,Hunter Bajwa,H,M,R,,ngc.aiou.edu.pk,Linux,mirror
639,5/26/2020,Hunter Bajwa,H,M,R,,isc.aiou.edu.pk,Linux,mirror
640,5/26/2020,Hunter Bajwa,H,,R,,col.aiou.edu.pk,Linux,mirror
641,5/26/2020,M A N D R A,,M,,,childfriendly.pk/DZ.php,Linux,mirror
642,5/26/2020,M A N D R A,,M,,,aprbb.com.pk/DZ.php,Linux,mirror
643,5/25/2020,inj3ctor osman,,,R,,nts.org.pk/injector.html,Linux,mirror
644,5/23/2020,Hunter Bajwa,H,,R,,www.ue.edu.pk,Linux,mirror
645,5/23/2020,cyber_hunter,,,R,,qtp.gob.pk/r00t.txt,Linux,mirror
646,5/21/2020,Blztr Hax0r,,M,,,marshaljeans.com.pk/readme.html,Linux,mirror
647,5/21/2020,M A N D R A,,M,,,kchs.edu.pk/DZ.php,Linux,mirror
648,5/20/2020,Hunter Bajwa,,M,,,teamxgroup.pk/index.php,Linux,mirror
649,5/20/2020,Hunter Bajwa,,,,,teamx.pk/index.php,Linux,mirror
650,5/20/2020,Dev19Feb,,,,,ebazaar.pk/y.htm,Linux,mirror
651,5/19/2020,mohamed.xo,,,R,,www.hypedirectmarketing.com.pk...,Linux,mirror
652,5/19/2020,mohamed.xo,,M,,,buckle.com.pk/ShellAutoV4.php,Linux,mirror
653,5/19/2020,mohamed.xo,,M,,,anms.pk/ShellAutoV4.php,Linux,mirror
654,5/19/2020,mohamed.xo,,M,,,jtvnews.pk/ShellAutoV4.php,Linux,mirror
655,5/19/2020,mohamed.xo,,,,,ircm.com.pk/ShellAutoV4.php,Linux,mirror
656,5/18/2020,Clash Hackers,,,,,fida.org.pk/cl.html,Linux,mirror
657,5/17/2020,MiSh,,,R,,baitussalam.com.pk/si.htm,Linux,mirror
658,5/16/2020,Mrb3hz4d,,,R,,sos.org.pk/Mrb3hz4d.html,Win 2012,mirror
659,5/15/2020,FRI3NDS CYBER ARMY,,,,,malp.com.pk/error_log.php,Linux,mirror
660,5/14/2020,Salman Hacker,,M,,,pgss.edu.pk/sasa.html,Linux,mirror
661,5/13/2020,MiSh,,M,R,,qec.ustb.edu.pk/images/jdownlo...,Linux,mirror
662,5/13/2020,FRI3NDS CYBER ARMY,,M,,,cymbios.pk/-.txt,Linux,mirror
663,5/13/2020,FRI3NDS CYBER ARMY,,M,,,shoppingicon.pk/-.txt,Linux,mirror
664,5/13/2020,FRI3NDS CYBER ARMY,,,,,geogle.pk/-.txt,Linux,mirror
665,5/12/2020,Tersakiti Crew,,,R,,abconsultants.com.pk/license.txt,Linux,mirror
666,5/11/2020,Psyco666hosT,,M,,,zov.com.pk/sad.php,Linux,mirror
667,5/11/2020,Psyco666hosT,,M,,,fpec.com.pk/sad.php,Linux,mirror
668,5/11/2020,Psyco666hosT,,M,R,,values.pk/sad.php,Linux,mirror
669,5/11/2020,Psyco666hosT,,M,,,falandart.pk/sad.php,Linux,mirror
670,5/11/2020,Psyco666hosT,,M,,,halwanifood.com.pk/sad.php,Linux,mirror
671,5/11/2020,Psyco666hosT,,M,,,rlbd.pk/sad.php,Linux,mirror
672,5/7/2020,Mr./Key14,,,,,www.pinnacle.pk/mek.html,Linux,mirror
673,5/6/2020,root./exe,H,,,,hamzanco.pk,Linux,mirror
674,5/6/2020,Mr.L3RB1,,,,,ariana.com.pk/z.htm,Linux,mirror
675,5/6/2020,Mr.L3RB1,,,,,jamiaislamabad.edu.pk/z.htm,Linux,mirror
676,5/6/2020,Mr.L3RB1,,M,,,aisp.edu.pk/z.htm,Linux,mirror
677,5/6/2020,Mr.L3RB1,,,,,realindsol.com.pk/z.htm,Linux,mirror
678,5/6/2020,TheWayEnd,,,,,www.sereneapartments.pk/tr.html,Linux,mirror
679,5/5/2020,Anon H4x0r,,M,R,,foodlinks.pk/a.htm,Unknown,mirror
680,5/5/2020,Anon H4x0r,,M,R,,qaps.org.pk/a.htm,Unknown,mirror
681,5/5/2020,Anon H4x0r,,,,,figarosalon.pk/a.htm,Unknown,mirror
682,5/5/2020,Royal Battler BD,,,,,onlinebusinesshub.com.pk/Mr_Sa...,Linux,mirror
683,5/5/2020,Silent_z3r0,,,R,,schoolportal.punjab.gov.pk/ind...,Win 2012,mirror
684,5/4/2020,ROBH,H,,,,zoney.pk,Linux,mirror
685,5/3/2020,ZxerOne,,,,,shopforever.pk/-.html,Linux,mirror
686,5/3/2020,Explosion Squad Cyber,,M,R,,ewims.edu.pk/pwn.htm,Linux,mirror
687,5/2/2020,KingSam,,M,,,biocare.pk/pk.txt,Linux,mirror
688,5/2/2020,KingSam,,M,,,educare.net.pk/pk.txt,Linux,mirror
689,5/2/2020,ClownTerror072,,,R,,pakolive.com.pk/wp.html,Linux,mirror
690,5/2/2020,TU4N PRIVATE 404,,M,,,indusfood.com.pk/lol.php,Linux,mirror
691,5/2/2020,TU4N PRIVATE 404,H,M,,,erektors.pk,Linux,mirror
692,5/2/2020,TU4N PRIVATE 404,H,M,,,ifap.pk,Linux,mirror
693,5/2/2020,TU4N PRIVATE 404,,,,,jummabazaar.pk/lol.php,Linux,mirror
694,5/2/2020,TU4N PRIVATE 404,,M,R,,conceptschools.edu.pk/lol.php,Linux,mirror
695,5/2/2020,KingSam,,,,,masrhrafsurg.com.pk/pk.txt,Linux,mirror
696,5/2/2020,KingSam,,M,,,eshlaw.pk/pk.txt,Linux,mirror
697,5/1/2020,TheWayEnd,H,,R,,lucido.com.pk,Linux,mirror
698,4/30/2020,FRI3NDS CYBER ARMY,H,,,,karachibazar.pk,Linux,mirror
699,4/30/2020,FRI3NDS CYBER ARMY,,M,R,,animals.pk/ft.php,Linux,mirror
700,4/30/2020,Royal Battler BD,,M,,,greenworldtravel.com.pk/Mr.txt,Linux,mirror
701,4/29/2020,prizeHdru,,M,,,bro-code.pk/prz.htm,Linux,mirror
702,4/29/2020,TU4N PRIVATE 404,H,M,,,mayihelpyou.pk,Linux,mirror
703,4/28/2020,Explosion Squad Cyber,,M,,,patialajewellers.pk/403.html,Linux,mirror
704,4/28/2020,MI77I-X,H,M,,,www.easternstylo.com.pk,Linux,mirror
705,4/26/2020,infinity cyber team,,M,,,mono.pk/indah.php,Linux,mirror
706,4/26/2020,Royal Battler BD,,M,,,shoppersstop.pk/ManDra.php,Linux,mirror
707,4/24/2020,KingSam,,M,,,seocompanylahore.pk/pk.txt,Linux,mirror
708,4/24/2020,KingSam,,M,,,seoexpertslahore.pk/pk.txt,Linux,mirror
709,4/24/2020,KingSam,,M,,,seoserviceslahore.pk/pk.txt,Linux,mirror
710,4/23/2020,KimiHmei7,,,,,www.matrixpharma.com.pk/Zx.html,Linux,mirror
711,4/22/2020,H45H_C47,,,,,www.tutorsworld.com.pk/icrew.html,Linux,mirror
712,4/22/2020,MR.Donut's,,,,,apexengineers.com.pk/ohayou.php,Linux,mirror
713,4/20/2020,mohamed.xo,,,R,,dil.com.pk/ShellAutoV3.php,Linux,mirror
714,4/19/2020,LahBodoAmat,,M,,,ostore.pk/seller.php,Linux,mirror
715,4/19/2020,LahBodoAmat,,,,,odeals.pk/seller.php,Linux,mirror
716,4/19/2020,FRI3NDS CYBER ARMY,H,M,,,fastshopping.pk,Linux,mirror
717,4/19/2020,FRI3NDS CYBER ARMY,H,M,,,mabprinters.pk,Linux,mirror
718,4/19/2020,FRI3NDS CYBER ARMY,H,,,,cancertreatment.pk,Linux,mirror
719,4/18/2020,mohamed.xo,,M,,,smartislamabad.pk/ShellAutoV3.php,Linux,mirror
720,4/18/2020,manicis,,M,,,baskkit.pk/readme.html,Linux,mirror
721,4/18/2020,Mr.L3RB1,,,,,wholemart.com.pk/z.htm,Linux,mirror
722,4/18/2020,MR.Donut's,,,,,www.mwgarments.com.pk/ohayou.php,Linux,mirror
723,4/17/2020,Mr.L3RB1,,,,,disabilityjobcenter.pk/z.htm,Linux,mirror
724,4/17/2020,Mr.L3RB1,,M,,,softtran.pk/z.htm,Linux,mirror
725,4/17/2020,Mr.L3RB1,,M,,,regale.pk/z.htm,Linux,mirror
726,4/17/2020,Mr.L3RB1,,M,,,deewar.pk/z.htm,Linux,mirror
727,4/17/2020,Mr.L3RB1,,M,,,arqs.pk/z.htm,Linux,mirror
728,4/17/2020,Mr.L3RB1,,,R,,aptpma.com.pk/z.htm,Linux,mirror
729,4/17/2020,FRI3NDS CYBER ARMY,,,,,printingtown.pk/sad.php,Linux,mirror
730,4/17/2020,ErrOr SplOit,,,,,noorehamza.edu.pk/e_s.txt,Linux,mirror
731,4/17/2020,1K4lL_*,,,,,stitchstudio.pk/Sans.php,Linux,mirror
732,4/13/2020,MiSh,,,R,,www.pafkiet.edu.pk/marketforce...,Linux,mirror
733,4/13/2020,MiSh,,,R,,www.jpad.com.pk/public/site/im...,Linux,mirror
734,4/13/2020,MiSh,,,R,,journal.uet.edu.pk/ojs_old/pub...,Linux,mirror
735,4/10/2020,TheWayEnd,H,M,,,www.poly.com.pk,Linux,mirror
736,4/10/2020,TheWayEnd,H,M,,,halalfood.pk,Linux,mirror
737,4/10/2020,TheWayEnd,H,M,,,onedot.pk,Linux,mirror
738,4/10/2020,FRI3NDS CYBER ARMY,,,,,webfency.pk/sad.php,Linux,mirror
739,4/10/2020,TheWayEnd,H,M,,,nams.com.pk,Linux,mirror
740,4/10/2020,TheWayEnd,H,M,,,healtheducation.pk,Linux,mirror
741,4/9/2020,TheWayEnd,H,M,,,admission.net.pk,Linux,mirror
742,4/9/2020,TheWayEnd,H,M,,,onlinenewsroom.pk,Linux,mirror
743,4/9/2020,TheWayEnd,H,M,,,pmsports.com.pk,Linux,mirror
744,4/9/2020,TheWayEnd,H,M,,,www.energyupdate.com.pk,Linux,mirror
745,4/9/2020,TheWayEnd,H,M,,,amberchemicalindustries.pk,Linux,mirror
746,4/9/2020,TheWayEnd,H,M,,,primalwears.pk,Linux,mirror
747,4/9/2020,TheWayEnd,H,M,,,onyximpex.com.pk,Linux,mirror
748,4/9/2020,TheWayEnd,H,M,,,nicetechno.com.pk,Linux,mirror
749,4/9/2020,TheWayEnd,,M,,,eleganzluxury.com.pk/katib.html,Linux,mirror
750,4/9/2020,TheWayEnd,,M,,,eleganzluxury.pk/katib.html,Linux,mirror
751,4/9/2020,TheWayEnd,H,M,,,alfaisal.pk,Linux,mirror
752,4/9/2020,GH057_5P3C706,H,M,,,ejiforms.fja.gov.pk,Linux,mirror
753,4/9/2020,GH057_5P3C706,H,M,,,eji.fja.gov.pk,Linux,mirror
754,4/9/2020,GH057_5P3C706,H,M,,,jom.fja.gov.pk,Linux,mirror
755,4/9/2020,TheWayEnd,,M,,,tameerintl.com.pk/katib.html,Linux,mirror
756,4/9/2020,TheWayEnd,H,M,,,modulart.com.pk,Linux,mirror
757,4/9/2020,TheWayEnd,H,M,,,sindhmuslimcollege.edu.pk,Linux,mirror
758,4/9/2020,TheWayEnd,H,M,,,www.aura.com.pk,Linux,mirror
759,4/9/2020,TheWayEnd,H,M,,,im21.com.pk,Linux,mirror
760,4/9/2020,TheWayEnd,H,M,,,etcetera.pk,Linux,mirror
761,4/9/2020,TheWayEnd,H,M,,,as-electronics.pk,Linux,mirror
762,4/9/2020,TheWayEnd,H,M,,,www.sureguide.com.pk,Linux,mirror
763,4/9/2020,TheWayEnd,H,M,R,,www.firstfloor.com.pk,Linux,mirror
764,4/9/2020,TheWayEnd,,M,,,saqqaf.pk/katib.html,Linux,mirror
765,4/9/2020,TheWayEnd,,M,,,marvelacademy.com.pk/katib.html,Linux,mirror
766,4/9/2020,TheWayEnd,,M,R,,prestigekitchens.com.pk/tr-hac...,Linux,mirror
767,4/9/2020,TheWayEnd,,M,,,webspider.pk/tr-hack.html,Linux,mirror
768,4/9/2020,TheWayEnd,H,M,R,,fitapparel.com.pk,Linux,mirror
769,4/9/2020,TheWayEnd,,M,,,www.orions.pk/tr-hack.html,Linux,mirror
770,4/9/2020,TheWayEnd,H,M,R,,hotelalkhaleej.com.pk,Linux,mirror
771,4/9/2020,TheWayEnd,,M,,,ipcc.com.pk/Gr3eNoX.html,Linux,mirror
772,4/9/2020,TheWayEnd,H,,,,www.pharmalink.com.pk,Linux,mirror
773,4/9/2020,TheWayEnd,,M,R,,ipcc.pk/Gr3eNoX.html,Linux,mirror
774,4/9/2020,TheWayEnd,H,M,,,nim-khi.edu.pk,Linux,mirror
775,4/9/2020,TheWayEnd,H,M,R,,combinedeng.com.pk,Linux,mirror
776,4/9/2020,TheWayEnd,,M,,,glowlights.com.pk/katib.html,Linux,mirror
777,4/8/2020,Bops,H,,R,,jumdc.tuf.edu.pk,Linux,mirror
778,4/7/2020,Bops,,,,,icare.com.pk/hell.html,Linux,mirror
779,4/7/2020,chinafans,,,,,primeviewcity.pk/o.htm,Linux,mirror
780,4/7/2020,chinafans,,,R,,pesrp.edu.pk/o.htm,Linux,mirror
781,4/6/2020,Tersakiti Crew,,,,,affcoll.gcuf.edu.pk/readme.txt,Linux,mirror
782,4/6/2020,Tersakiti Crew,,M,,,convocation.gcuf.edu.pk/readme...,Linux,mirror
783,4/6/2020,Tersakiti Crew,,M,,,dsa.gcuf.edu.pk/readme.txt,Linux,mirror
784,4/6/2020,Tersakiti Crew,,M,,,library.gcuf.edu.pk/readme.txt,Linux,mirror
785,4/6/2020,Tersakiti Crew,,M,,,pjls.gcuf.edu.pk/readme.txt,Linux,mirror
786,4/6/2020,Tersakiti Crew,,M,,,pjmbs.gcuf.edu.pk/readme.txt,Linux,mirror
787,4/6/2020,Tersakiti Crew,,M,,,privatestudent.gcuf.edu.pk/rea...,Linux,mirror
788,4/6/2020,Tersakiti Crew,,M,,,registration.gcuf.edu.pk/readm...,Linux,mirror
789,4/6/2020,Tersakiti Crew,,M,,,rs.gcuf.edu.pk/readme.txt,Linux,mirror
790,4/6/2020,Tersakiti Crew,,M,,,ziaetahqeeq.gcuf.edu.pk/readme...,Linux,mirror
791,4/6/2020,Tersakiti Crew,,M,,,zabanoadab.gcuf.edu.pk/readme.txt,Linux,mirror
792,4/5/2020,Cyborg,,,,,www.sindhwildlife.gov.pk/cybad...,Linux,mirror
793,4/3/2020,/MrAxxCT-,,,,,journal.buitms.edu.pk/j/public...,Win 2008,mirror
794,4/3/2020,cyber_hunter,,,,,www.alfatah.com.pk/r00t.html,Linux,mirror
795,4/2/2020,./TuanDestroy,,,,,weboc.com.pk/readme.php,Linux,mirror
796,4/1/2020,1K4lL_*,,,,,aquashield.com.pk/Sans.php,Linux,mirror
797,3/31/2020,ErrOr SquaD,,M,,,gba.gov.pk/BD.txt,Linux,mirror
798,3/31/2020,LahBodoAmat,,M,,,revo.pk/seller.php,Linux,mirror
799,3/31/2020,LahBodoAmat,,M,,,skyways.pk/seller.php,Linux,mirror
800,3/31/2020,ErrOr SquaD,,M,R,,fja.gov.pk/BD.txt,Linux,mirror
801,3/31/2020,ErrOr SquaD,H,M,R,,governorsindh.gov.pk,Linux,mirror
802,3/31/2020,ErrOr SquaD,,M,,,www.ecopsc.gov.pk/BD.txt,Linux,mirror
803,3/31/2020,ErrOr SquaD,H,M,,,www.aic.gov.pk,Linux,mirror
804,3/31/2020,ErrOr SquaD,H,,,,ogra.gov.pk,Linux,mirror
805,3/31/2020,ErrOr SquaD,,,,,districtcourtnorthwaziristan.g...,Linux,mirror
806,3/30/2020,FakeSmile,,M,R,,ums.org.pk/z.txt,Linux,mirror
807,3/30/2020,FakeSmile,,M,,,www.chaipani.pk/z.txt,Linux,mirror
808,3/30/2020,FakeSmile,,M,,,www.mohkam.pk/z.txt,Linux,mirror
809,3/30/2020,FakeSmile,,,R,,alkauthar.edu.pk/z.txt,Linux,mirror
810,3/30/2020,FakeSmile,,M,,,www.futsal.pk/z.txt,Linux,mirror
811,3/30/2020,X-m3n,,M,,,gohelpme.pk/X-m3n.php,Linux,mirror
812,3/30/2020,X-m3n,,M,,,bemyguest.pk/X-m3n.php,Linux,mirror
813,3/28/2020,MR.CUBJRNET,,M,,,carrysmart.com.pk/ali.html,Linux,mirror
814,3/28/2020,MR.CUBJRNET,,,,,brandsonline.com.pk/ali.html,Linux,mirror
815,3/28/2020,5quarep4nt'z,,,R,,trepak.pk/_.htm,Linux,mirror
816,3/28/2020,xMrCold,,,,,acms.uvas.edu.pk/z.htm,Win 2016,mirror
817,3/28/2020,xMrCold,,M,,,bebridge.uvas.edu.pk/z.htm,Win 2016,mirror
818,3/28/2020,xMrCold,,M,,,scs.uvas.edu.pk/z.htm,Win 2016,mirror
819,3/25/2020,733CyberPunk733,,,R,,brainscollege.edu.pk/deface.html,Linux,mirror
820,3/25/2020,Hunter Bajwa,,M,,,elearn.fde.gov.pk/1337.txt,Linux,mirror
821,3/24/2020,ByMahkuM,,,,,aabco.pk/index.php,Linux,mirror
822,3/24/2020,ByMahkuM,,M,R,,backbenchers.com.pk/index.php,Linux,mirror
823,3/24/2020,ByMahkuM,,M,,,backbenchers.pk/index.php,Linux,mirror
824,3/24/2020,ByMahkuM,,M,,,transbase.com.pk/index.php,Linux,mirror
825,3/24/2020,The3x,,,,,acco.com.pk/hoker.txt,Linux,mirror
826,3/24/2020,The3x,,,R,,orioninternational.pk/hoker.txt,Linux,mirror
827,3/24/2020,The3x,,,,,iwtcommittee.org.pk/hoker.txt,Linux,mirror
828,3/24/2020,The3x,,,R,,alhamra.com.pk/hoker.txt,Linux,mirror
829,3/24/2020,The3x,,,,,safetaxi.pk/hoker.txt,Linux,mirror
830,3/23/2020,N00bs 0nLy,H,,R,,mayaar.pk,OpenBSD,mirror
831,3/22/2020,Mr.L3RB1,,,,,alnafoura.com.pk/z.htm,Linux,mirror
832,3/20/2020,Moroccan Revolution,,,,,cheaphost.com.pk/ma.htm,Linux,mirror
833,3/20/2020,Panataran,,,,,godrive.bluebird.pk/rax.php,Linux,mirror
834,3/20/2020,Kurima Sayoshi,,,,,kedacom.com.pk/kswolf.html,Linux,mirror
835,3/19/2020,The3x,,,,,app.lumhs.edu.pk/vendor/phpuni...,Linux,mirror
836,3/19/2020,sell webshell,,,,,learn2drive.pk/sell.txt,Linux,mirror
837,3/19/2020,sell webshell,,,,,www.gumash.com.pk/sell.txt,Linux,mirror
838,3/18/2020,Mr.MF33,H,,,,teacherprovider.pk,Linux,mirror
839,3/17/2020,r43h17,H,,,,www.kppra.gov.pk,Linux,mirror
840,3/16/2020,FRI3NDS CYBER ARMY,H,,,,salebazar.pk,Linux,mirror
841,3/15/2020,TEH Squad Cyber,,M,,,idea.com.pk/n0t.php,Linux,mirror
842,3/15/2020,TEH Squad Cyber,,M,,,scr.com.pk/n0t.php,Linux,mirror
843,3/15/2020,BD GREY HAT HACKERS,,,,,a1shopping.pk/Ajob.txt,Linux,mirror
844,3/14/2020,./Cyber00t,,,,,onelaundry.pk/amane.htm,Linux,mirror
845,3/14/2020,./Cyber00t,,M,,,dbscts.com.pk/amane.htm,Win 2012,mirror
846,3/14/2020,./Cyber00t,,M,,,emtech.pk/amane.htm,Win 2012,mirror
847,3/14/2020,mr.anderson,H,M,,,jips.edu.pk,Linux,mirror
848,3/14/2020,4ndr3w,,,,,www.quickservices.pk/logs.txt,Linux,mirror
849,3/14/2020,./Cyber00t,,M,,,entertech.pk/amane.htm,Win 2012,mirror
850,3/14/2020,./Cyber00t,,M,,,aliyab.pk/amane.htm,Win 2012,mirror
851,3/13/2020,ZEROSTORE,,,,,crm360.pk/zerostore.html,Linux,mirror
852,3/13/2020,ZEROSTORE,,,,,fortischemicals.pk/zerostore.html,Linux,mirror
853,3/13/2020,MR.Donut's,,,,,vschools.com.pk/ohayou.php,Linux,mirror
854,3/12/2020,Micin,,M,,,pcma.com.pk/micin.htm,Linux,mirror
855,3/12/2020,LittleDemon,H,,,,flexair.pk,Linux,mirror
856,3/11/2020,Rose Lawton,,,R,,gcck.edu.pk/rose.html,Linux,mirror
857,3/11/2020,xMrCold,H,,,,globallogistics.com.pk,Linux,mirror
858,3/9/2020,Mr.L3RB1,,,,,freshpick.pk/love.html,Linux,mirror
859,3/8/2020,Junaid 1337,,,,,apnasarbaaz.pk/juni.html,Linux,mirror
860,3/7/2020,Newbie_Tersakiti,,,,,minitech.pk/fake.html,Linux,mirror
861,3/7/2020,Black-Python,,,,,engineersestate.com.pk/R00T.html,Unknown,mirror
862,3/6/2020,sindrom134,,M,,,echowater.pk/readme.html,Linux,mirror
863,3/4/2020,./Cyber00t,,M,R,,mis.stevta.gos.pk/amane.htm,Win 2012,mirror
864,3/4/2020,./Cyber00t,,M,,,mne.stevta.gos.pk/amane.htm,Win 2012,mirror
865,3/4/2020,Mr.L3RB1,,,,,futurepharma.com.pk/love.html,Linux,mirror
866,3/4/2020,./Cyber00t,,,R,,stevta.gos.pk/amane.htm,Win 2012,mirror
867,3/3/2020,sindrom134,,,,,samassociates.pk/readme.html,Linux,mirror
868,3/3/2020,Royal Battler BD,,M,,,digitals.com.pk/Fighter.html,Linux,mirror
869,3/3/2020,Royal Battler BD,,,,,selfiebooth.com.pk/Fighter.html,Linux,mirror
870,3/3/2020,MR.Donut's,,,,,skksmgarh.edu.pk/ohayou.php,Linux,mirror
871,2/29/2020,Mr.L3RB1,,,,,alshahbaz.com.pk/love.html,Linux,mirror
872,2/28/2020,Clash Hackers,,M,,,happykid.pk//cl.html,Linux,mirror
873,2/27/2020,Mr.D@rKN3T-X,,,R,,bizcon.pk/ops_modi.html,Linux,mirror
874,2/27/2020,Dev19Feb,,M,R,,gts.org.pk/hello.txt,Linux,mirror
875,2/24/2020,Fadly 31337,,,,,vegeteria.com.pk/stmpd.php,Linux,mirror
876,2/24/2020,Mrb3hz4d,H,M,,,rvi.edu.pk,Win 2012,mirror
877,2/24/2020,Mrb3hz4d,H,M,,,mfl.com.pk,Win 2012,mirror
878,2/24/2020,bla3k_d3vil,,M,,,waleedassociate.com.pk/d.htm,Win 2012,mirror
879,2/24/2020,bla3k_d3vil,,M,,,tkc.com.pk/d.htm,Win 2012,mirror
880,2/24/2020,bla3k_d3vil,,M,,,studyinpakistan.com.pk/d.htm,Win 2012,mirror
881,2/24/2020,bla3k_d3vil,,M,,,tbb.com.pk/d.htm,Win 2012,mirror
882,2/24/2020,bla3k_d3vil,,M,,,scms.pk/d.htm,Win 2012,mirror
883,2/24/2020,bla3k_d3vil,,M,,,rehmanconstruction.pk/d.htm,Win 2012,mirror
884,2/24/2020,bla3k_d3vil,,M,,,sindhscouts.org.pk/d.htm,Win 2012,mirror
885,2/24/2020,bla3k_d3vil,,M,,,mobilestores.pk/d.htm,Win 2012,mirror
886,2/24/2020,bla3k_d3vil,,M,,,registrations.pk/d.htm,Win 2012,mirror
887,2/24/2020,bla3k_d3vil,,M,,,npsnarowal.edu.pk/d.htm,Win 2012,mirror
888,2/24/2020,bla3k_d3vil,,M,,,ostore.com.pk/d.htm,Win 2012,mirror
889,2/24/2020,bla3k_d3vil,,M,,,logicnest.com.pk/d.htm,Win 2012,mirror
890,2/24/2020,bla3k_d3vil,,M,,,nsconnect.com.pk/d.htm,Win 2012,mirror
891,2/24/2020,bla3k_d3vil,,M,,,learningeducation.pk/d.htm,Win 2012,mirror
892,2/24/2020,bla3k_d3vil,,M,,,maharat.com.pk/d.htm,Win 2012,mirror
893,2/24/2020,bla3k_d3vil,,M,,,karachipremierleague.pk/d.htm,Win 2012,mirror
894,2/24/2020,bla3k_d3vil,,M,,,hcmsolutions.com.pk/d.htm,Win 2012,mirror
895,2/24/2020,bla3k_d3vil,,M,,,kennol.com.pk/d.htm,Win 2012,mirror
896,2/24/2020,bla3k_d3vil,,M,,,friendlyservice.com.pk/d.htm,Win 2012,mirror
897,2/24/2020,bla3k_d3vil,,M,,,bisswl.edu.pk/d.htm,Win 2012,mirror
898,2/24/2020,bla3k_d3vil,,M,R,,cas.org.pk/d.htm,Win 2012,mirror
